sensor_id;sensor_type;location;lat;lon;timestamp;P1;P4;P2;P0;N10;N4;N25;N1;N05;TS
65984;SPS30;52748;51.112;5.880;2023-12-22T07:55:06;4.45;4.26;3.26;1.93;15.58;15.55;15.29;14.01;10.73;0.87
65984;SPS30;52748;51.112;5.880;2023-12-22T07:57:36;4.20;4.01;3.08;1.82;14.76;14.73;14.49;13.29;10.19;0.87
65984;SPS30;52748;51.112;5.880;2023-12-22T08:00:04;3.75;3.58;2.76;1.65;13.32;13.29;13.08;12.01;9.24;0.87
65984;SPS30;52748;51.112;5.880;2023-12-22T08:02:37;4.65;4.44;3.37;1.93;15.66;15.62;15.35;13.97;10.58;0.91
65984;SPS30;52748;51.112;5.880;2023-12-22T08:05:03;4.45;4.24;3.23;1.87;15.11;15.07;14.81;13.51;10.26;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T08:07:29;4.57;4.36;3.32;1.92;15.52;15.48;15.21;13.87;10.53;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T08:09:56;4.28;4.09;3.12;1.81;14.64;14.60;14.35;13.10;9.97;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T08:12:22;4.60;4.40;3.37;1.98;16.03;15.99;15.72;14.40;11.01;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T08:14:48;4.69;4.48;3.41;1.98;16.02;15.98;15.71;14.34;10.90;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T08:17:14;4.43;4.23;3.22;1.86;15.09;15.06;14.80;13.50;10.25;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T08:19:39;4.44;4.24;3.24;1.90;15.38;15.34;15.09;13.80;10.54;0.88
65984;SPS30;52748;51.112;5.880;2023-12-22T08:22:09;4.66;4.45;3.37;1.93;15.67;15.63;15.35;13.97;10.57;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T08:24:36;4.61;4.40;3.35;1.94;15.69;15.66;15.39;14.04;10.66;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T08:27:01;4.81;4.59;3.49;2.01;16.27;16.23;15.95;14.53;11.01;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T08:29:27;4.29;4.09;3.10;1.77;14.33;14.29;14.04;12.76;9.63;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T08:31:53;4.84;4.62;3.50;2.00;16.21;16.17;15.89;14.45;10.92;0.90
65984;SPS30;52748;51.112;5.880;2023-12-22T08:34:20;4.68;4.47;3.43;2.02;16.37;16.33;16.06;14.72;11.27;0.88
65984;SPS30;52748;51.112;5.880;2023-12-22T08:36:45;4.60;4.39;3.38;2.02;16.33;16.29;16.03;14.73;11.34;0.88
65984;SPS30;52748;51.112;5.880;2023-12-22T08:39:11;4.54;4.33;3.30;1.91;15.46;15.42;15.16;13.83;10.51;0.90
65984;SPS30;52748;51.112;5.880;2023-12-22T08:41:37;3.91;3.74;2.89;1.73;14.03;13.99;13.77;12.68;9.78;0.86
65984;SPS30;52748;51.112;5.880;2023-12-22T08:44:04;4.15;3.97;3.05;1.82;14.73;14.70;14.46;13.29;10.22;0.88
65984;SPS30;52748;51.112;5.880;2023-12-22T08:46:33;4.36;4.16;3.15;1.80;14.60;14.57;14.31;13.02;9.84;0.90
65984;SPS30;52748;51.112;5.880;2023-12-22T08:49:00;4.51;4.30;3.27;1.88;15.23;15.19;14.93;13.60;10.30;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T08:51:26;4.13;3.94;2.99;1.73;14.00;13.96;13.72;12.51;9.49;0.88
65984;SPS30;52748;51.112;5.880;2023-12-22T08:53:53;4.72;4.51;3.45;2.02;16.38;16.34;16.07;14.71;11.24;0.87
65984;SPS30;52748;51.112;5.880;2023-12-22T08:56:23;4.50;4.30;3.31;1.97;15.97;15.93;15.68;14.40;11.08;0.87
65984;SPS30;52748;51.112;5.880;2023-12-22T08:58:51;4.29;4.10;3.16;1.89;15.25;15.21;14.97;13.76;10.59;0.86
65984;SPS30;52748;51.112;5.880;2023-12-22T09:01:20;4.08;3.91;3.01;1.80;14.59;14.55;14.32;13.17;10.15;0.87
65984;SPS30;52748;51.112;5.880;2023-12-22T09:03:47;4.36;4.17;3.21;1.90;15.40;15.37;15.12;13.88;10.66;0.89
65984;SPS30;52748;51.112;5.880;2023-12-22T09:06:14;3.86;3.69;2.86;1.73;13.96;13.93;13.71;12.64;9.77;0.87
65984;SPS30;52748;51.112;5.880;2023-12-22T09:08:41;3.64;3.49;2.75;1.74;14.05;14.02;13.83;12.87;10.14;0.83
65984;SPS30;52748;51.112;5.880;2023-12-22T09:11:07;3.95;3.79;2.97;1.85;14.95;14.91;14.70;13.65;10.69;0.84
65984;SPS30;52748;51.112;5.880;2023-12-22T09:13:34;3.79;3.64;2.86;1.80;14.53;14.50;14.30;13.30;10.45;0.83
65984;SPS30;52748;51.112;5.880;2023-12-22T09:16:01;4.09;3.92;3.09;1.94;15.69;15.66;15.44;14.36;11.29;0.85
65984;SPS30;52748;51.112;5.880;2023-12-22T09:18:28;3.72;3.57;2.81;1.78;14.34;14.31;14.11;13.14;10.34;0.85
65984;SPS30;52748;51.112;5.880;2023-12-22T09:20:54;4.30;4.12;3.24;2.02;16.34;16.30;16.07;14.93;11.70;0.84
65984;SPS30;52748;51.112;5.880;2023-12-22T09:23:19;4.06;3.90;3.10;1.99;16.07;16.04;15.83;14.79;11.72;0.83
65984;SPS30;52748;51.112;5.880;2023-12-22T09:25:46;4.09;3.92;3.08;1.93;15.62;15.59;15.37;14.28;11.22;0.85
65984;SPS30;52748;51.112;5.880;2023-12-22T09:28:13;4.10;3.93;3.08;1.93;15.55;15.52;15.30;14.21;11.14;0.85
65984;SPS30;52748;51.112;5.880;2023-12-22T09:30:39;4.21;4.03;3.14;1.92;15.53;15.49;15.26;14.11;10.98;0.87
65984;SPS30;52748;51.112;5.880;2023-12-22T09:33:05;4.03;3.86;3.02;1.88;15.17;15.14;14.92;13.84;10.82;0.85
65984;SPS30;52748;51.112;5.880;2023-12-22T09:35:31;3.92;3.76;2.95;1.85;14.98;14.95;14.74;13.70;10.76;0.84
65984;SPS30;52748;51.112;5.880;2023-12-22T09:37:56;3.69;3.54;2.80;1.78;14.36;14.34;14.14;13.18;10.40;0.85
65984;SPS30;52748;51.112;5.880;2023-12-22T09:40:22;3.55;3.41;2.71;1.76;14.16;14.13;13.95;13.05;10.36;0.84
65984;SPS30;52748;51.112;5.880;2023-12-22T09:42:49;3.72;3.58;2.85;1.85;14.94;14.91;14.72;13.78;10.96;0.84
65984;SPS30;52748;51.112;5.880;2023-12-22T09:45:18;3.53;3.39;2.69;1.72;13.88;13.85;13.67;12.75;10.09;0.84
65984;SPS30;52748;51.112;5.880;2023-12-22T09:47:46;3.65;3.50;2.75;1.72;13.89;13.86;13.67;12.69;9.96;0.85
65984;SPS30;52748;51.112;5.880;2023-12-22T09:50:14;3.54;3.40;2.69;1.72;13.91;13.88;13.70;12.78;10.11;0.83
65984;SPS30;52748;51.112;5.880;2023-12-22T09:52:42;3.21;3.09;2.51;1.69;13.60;13.58;13.43;12.67;10.20;0.80
65984;SPS30;52748;51.112;5.880;2023-12-22T09:55:12;3.26;3.15;2.60;1.81;14.58;14.56;14.42;13.69;11.15;0.77
65984;SPS30;52748;51.112;5.880;2023-12-22T09:57:39;3.18;3.07;2.51;1.71;13.81;13.78;13.64;12.90;10.44;0.79
65984;SPS30;52748;51.112;5.880;2023-12-22T10:00:06;3.24;3.12;2.55;1.75;14.10;14.08;13.93;13.18;10.68;0.80
65984;SPS30;52748;51.112;5.880;2023-12-22T10:02:34;3.14;3.03;2.49;1.73;13.89;13.87;13.72;13.02;10.57;0.79
65984;SPS30;52748;51.112;5.880;2023-12-22T10:05:02;3.07;2.96;2.44;1.71;13.73;13.71;13.58;12.90;10.50;0.79
65984;SPS30;52748;51.112;5.880;2023-12-22T10:07:29;2.96;2.86;2.35;1.62;13.05;13.03;12.89;12.22;9.92;0.80
65984;SPS30;52748;51.112;5.880;2023-12-22T10:09:56;2.99;2.88;2.33;1.56;12.60;12.57;12.43;11.71;9.42;0.82
65984;SPS30;52748;51.112;5.880;2023-12-22T10:12:24;3.28;3.16;2.57;1.73;13.96;13.94;13.78;13.00;10.48;0.82
65984;SPS30;52748;51.112;5.880;2023-12-22T10:14:52;3.03;2.93;2.40;1.66;13.38;13.36;13.22;12.53;10.18;0.80
65984;SPS30;52748;51.112;5.880;2023-12-22T10:17:19;3.12;3.01;2.45;1.66;13.38;13.36;13.22;12.48;10.08;0.81
65984;SPS30;52748;51.112;5.880;2023-12-22T10:19:45;2.89;2.79;2.31;1.62;13.02;13.00;12.88;12.24;9.98;0.77
65984;SPS30;52748;51.112;5.880;2023-12-22T10:22:11;2.80;2.71;2.24;1.58;12.71;12.69;12.57;11.96;9.77;0.77
65984;SPS30;52748;51.112;5.880;2023-12-22T10:24:43;2.80;2.70;2.22;1.53;12.28;12.27;12.14;11.50;9.32;0.78
65984;SPS30;52748;51.112;5.880;2023-12-22T10:27:16;2.68;2.60;2.17;1.55;12.50;12.48;12.37;11.81;9.69;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T10:29:48;2.42;2.35;1.99;1.47;11.78;11.77;11.67;11.20;9.27;0.75
65984;SPS30;52748;51.112;5.880;2023-12-22T10:32:15;2.68;2.60;2.19;1.59;12.82;12.80;12.70;12.16;10.03;0.76
65984;SPS30;52748;51.112;5.880;2023-12-22T10:34:42;2.59;2.52;2.14;1.59;12.78;12.76;12.66;12.17;10.09;0.74
65984;SPS30;52748;51.112;5.880;2023-12-22T10:37:08;2.35;2.29;1.98;1.50;12.06;12.05;11.97;11.55;9.64;0.71
65984;SPS30;52748;51.112;5.880;2023-12-22T10:39:35;2.20;2.15;1.90;1.50;12.04;12.03;11.97;11.62;9.81;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T10:42:03;2.05;2.00;1.76;1.39;11.13;11.12;11.06;10.74;9.05;0.67
65984;SPS30;52748;51.112;5.880;2023-12-22T10:44:29;2.20;2.15;1.88;1.46;11.70;11.69;11.62;11.25;9.45;0.67
65984;SPS30;52748;51.112;5.880;2023-12-22T10:46:55;2.26;2.21;1.94;1.51;12.14;12.13;12.05;11.68;9.83;0.66
65984;SPS30;52748;51.112;5.880;2023-12-22T10:49:22;2.04;1.99;1.74;1.35;10.84;10.83;10.77;10.43;8.76;0.68
65984;SPS30;52748;51.112;5.880;2023-12-22T10:51:49;1.99;1.94;1.69;1.30;10.41;10.40;10.34;9.99;8.37;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T10:54:17;2.37;2.31;2.00;1.53;12.25;12.24;12.16;11.74;9.82;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T10:56:43;2.20;2.14;1.85;1.41;11.33;11.32;11.24;10.85;9.07;0.72
65984;SPS30;52748;51.112;5.880;2023-12-22T10:59:09;2.17;2.12;1.86;1.46;11.72;11.71;11.64;11.29;9.50;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T11:01:36;1.98;1.94;1.72;1.38;11.06;11.05;11.00;10.70;9.06;0.70
65984;SPS30;52748;51.112;5.880;2023-12-22T11:04:06;1.83;1.80;1.61;1.31;10.53;10.52;10.47;10.22;8.69;0.69
65984;SPS30;52748;51.112;5.880;2023-12-22T11:06:35;1.88;1.84;1.65;1.33;10.67;10.66;10.60;10.33;8.76;0.67
65984;SPS30;52748;51.112;5.880;2023-12-22T11:09:08;1.77;1.74;1.57;1.28;10.26;10.25;10.21;9.97;8.48;0.66
65984;SPS30;52748;51.112;5.880;2023-12-22T11:11:36;1.84;1.81;1.64;1.36;10.88;10.87;10.82;10.59;9.03;0.66
65984;SPS30;52748;51.112;5.880;2023-12-22T11:14:04;1.85;1.82;1.67;1.40;11.23;11.22;11.18;10.97;9.39;0.66
65984;SPS30;52748;51.112;5.880;2023-12-22T11:16:32;1.69;1.66;1.54;1.30;10.45;10.44;10.40;10.22;8.77;0.65
65984;SPS30;52748;51.112;5.880;2023-12-22T11:19:00;1.54;1.52;1.40;1.19;9.49;9.49;9.45;9.28;7.96;0.64
65984;SPS30;52748;51.112;5.880;2023-12-22T11:21:27;1.62;1.60;1.48;1.25;10.01;10.00;9.97;9.79;8.40;0.65
65984;SPS30;52748;51.112;5.880;2023-12-22T11:23:54;1.65;1.62;1.48;1.24;9.94;9.93;9.89;9.70;8.30;0.65
65984;SPS30;52748;51.112;5.880;2023-12-22T11:26:23;1.81;1.78;1.62;1.36;10.87;10.87;10.82;10.61;9.07;0.65
65984;SPS30;52748;51.112;5.880;2023-12-22T11:28:50;1.77;1.74;1.57;1.30;10.40;10.39;10.34;10.11;8.62;0.64
65984;SPS30;52748;51.112;5.880;2023-12-22T11:31:17;1.70;1.66;1.49;1.21;9.66;9.66;9.61;9.37;7.95;0.66
65984;SPS30;52748;51.112;5.880;2023-12-22T11:33:47;1.54;1.51;1.35;1.10;8.80;8.79;8.75;8.54;7.25;0.65
65984;SPS30;52748;51.112;5.880;2023-12-22T11:36:15;1.60;1.57;1.40;1.14;9.10;9.09;9.05;8.82;7.48;0.66
65984;SPS30;52748;51.112;5.880;2023-12-22T11:38:43;1.66;1.62;1.46;1.19;9.52;9.51;9.47;9.24;7.85;0.66
65984;SPS30;52748;51.112;5.880;2023-12-22T11:41:32;1.52;1.50;1.36;1.13;9.08;9.08;9.04;8.85;7.56;0.65
65984;SPS30;52748;51.112;5.880;2023-12-22T11:43:58;1.45;1.42;1.31;1.11;8.85;8.85;8.81;8.65;7.41;0.65
65984;SPS30;52748;51.112;5.880;2023-12-22T11:46:28;1.43;1.41;1.30;1.11;8.90;8.90;8.87;8.72;7.49;0.65
65984;SPS30;52748;51.112;5.880;2023-12-22T11:48:55;1.41;1.39;1.29;1.10;8.84;8.84;8.81;8.66;7.45;0.65
65984;SPS30;52748;51.112;5.880;2023-12-22T11:51:25;1.39;1.37;1.28;1.09;8.75;8.75;8.72;8.58;7.38;0.65
65984;SPS30;52748;51.112;5.880;2023-12-22T11:54:00;1.40;1.38;1.28;1.09;8.71;8.71;8.68;8.53;7.33;0.65
65984;SPS30;52748;51.112;5.880;2023-12-22T11:56:26;1.37;1.36;1.26;1.09;8.69;8.69;8.66;8.52;7.34;0.63
65984;SPS30;52748;51.112;5.880;2023-12-22T11:58:54;1.48;1.46;1.36;1.17;9.35;9.34;9.31;9.16;7.89;0.62
65984;SPS30;52748;51.112;5.880;2023-12-22T12:01:24;1.31;1.29;1.21;1.04;8.34;8.34;8.31;8.19;7.06;0.59
65984;SPS30;52748;51.112;5.880;2023-12-22T12:03:57;1.44;1.42;1.32;1.14;9.12;9.12;9.09;8.95;7.71;0.61
65984;SPS30;52748;51.112;5.880;2023-12-22T12:08:55;1.50;1.48;1.38;1.18;9.48;9.47;9.44;9.29;8.00;0.61
65984;SPS30;52748;51.112;5.880;2023-12-22T12:14:31;1.28;1.27;1.18;1.01;8.11;8.11;8.08;7.95;6.84;0.60
65984;SPS30;52748;51.112;5.880;2023-12-22T12:17:02;1.32;1.30;1.21;1.04;8.33;8.32;8.30;8.16;7.03;0.61
65984;SPS30;52748;51.112;5.880;2023-12-22T12:19:37;1.28;1.26;1.19;1.03;8.25;8.24;8.22;8.10;6.99;0.60
65984;SPS30;52748;51.112;5.880;2023-12-22T12:22:03;1.43;1.41;1.32;1.15;9.19;9.19;9.16;9.03;7.79;0.61
65984;SPS30;52748;51.112;5.880;2023-12-22T12:24:30;1.25;1.23;1.16;1.02;8.12;8.12;8.10;7.99;6.90;0.62
65984;SPS30;52748;51.112;5.880;2023-12-22T12:26:56;1.17;1.16;1.10;0.96;7.69;7.69;7.67;7.57;6.54;0.61
65984;SPS30;52748;51.112;5.880;2023-12-22T12:29:22;1.23;1.22;1.16;1.02;8.13;8.12;8.11;8.00;6.92;0.60
65984;SPS30;52748;51.112;5.880;2023-12-22T12:31:49;1.27;1.25;1.19;1.05;8.36;8.36;8.34;8.24;7.13;0.59
65984;SPS30;52748;51.112;5.880;2023-12-22T12:34:14;1.26;1.25;1.18;1.04;8.34;8.34;8.32;8.22;7.12;0.59
65984;SPS30;52748;51.112;5.880;2023-12-22T12:36:43;1.28;1.27;1.21;1.08;8.67;8.67;8.65;8.57;7.43;0.58
65984;SPS30;52748;51.112;5.880;2023-12-22T12:39:09;1.04;1.03;0.99;0.89;7.12;7.11;7.10;7.04;6.11;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T12:41:40;1.21;1.21;1.16;1.05;8.40;8.40;8.39;8.31;7.23;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T12:44:09;1.13;1.12;1.07;0.96;7.67;7.67;7.66;7.58;6.58;0.59
65984;SPS30;52748;51.112;5.880;2023-12-22T12:46:36;1.13;1.12;1.08;0.96;7.71;7.71;7.69;7.62;6.62;0.58
65984;SPS30;52748;51.112;5.880;2023-12-22T12:49:06;1.18;1.17;1.13;1.02;8.13;8.13;8.11;8.04;6.99;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T12:51:37;1.00;1.00;0.99;0.93;7.40;7.40;7.39;7.37;6.46;0.55
65984;SPS30;52748;51.112;5.880;2023-12-22T12:54:08;1.17;1.16;1.12;1.01;8.05;8.04;8.03;7.96;6.92;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T12:56:42;1.08;1.07;1.02;0.91;7.31;7.31;7.29;7.22;6.26;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T12:59:09;1.23;1.22;1.17;1.04;8.32;8.31;8.30;8.21;7.13;0.58
65984;SPS30;52748;51.112;5.880;2023-12-22T13:01:40;1.17;1.16;1.10;0.98;7.83;7.82;7.81;7.72;6.69;0.58
65984;SPS30;52748;51.112;5.880;2023-12-22T13:04:07;1.17;1.16;1.10;0.96;7.72;7.71;7.69;7.60;6.57;0.58
65984;SPS30;52748;51.112;5.880;2023-12-22T13:06:33;1.10;1.09;1.04;0.93;7.47;7.47;7.46;7.38;6.41;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T13:08:59;1.03;1.02;0.97;0.86;6.86;6.86;6.84;6.77;5.86;0.58
65984;SPS30;52748;51.112;5.880;2023-12-22T13:11:26;1.17;1.16;1.10;0.98;7.81;7.81;7.79;7.70;6.67;0.58
65984;SPS30;52748;51.112;5.880;2023-12-22T13:13:56;1.08;1.07;1.02;0.90;7.17;7.16;7.15;7.06;6.11;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T13:16:25;1.08;1.07;1.01;0.89;7.12;7.11;7.10;7.01;6.07;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T13:18:56;1.13;1.11;1.06;0.93;7.43;7.43;7.41;7.32;6.33;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T13:21:23;1.27;1.25;1.18;1.04;8.32;8.32;8.29;8.19;7.08;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T13:26:38;1.09;1.08;1.03;0.91;7.24;7.24;7.22;7.14;6.18;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T13:29:05;1.06;1.05;1.00;0.88;7.04;7.03;7.02;6.93;6.00;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T13:31:31;1.25;1.24;1.17;1.04;8.29;8.29;8.27;8.17;7.07;0.58
65984;SPS30;52748;51.112;5.880;2023-12-22T13:33:59;1.16;1.15;1.10;0.98;7.87;7.87;7.85;7.77;6.74;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T13:36:25;1.10;1.10;1.09;1.02;8.18;8.18;8.18;8.15;7.14;0.55
65984;SPS30;52748;51.112;5.880;2023-12-22T13:38:55;1.22;1.21;1.18;1.09;8.69;8.69;8.68;8.62;7.53;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T13:41:21;1.21;1.20;1.16;1.06;8.45;8.44;8.43;8.36;7.28;0.58
65984;SPS30;52748;51.112;5.880;2023-12-22T13:43:46;1.23;1.22;1.18;1.06;8.49;8.49;8.47;8.40;7.30;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T13:46:13;0.99;0.98;0.95;0.85;6.77;6.77;6.76;6.69;5.81;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T13:48:42;1.24;1.23;1.18;1.06;8.47;8.47;8.45;8.37;7.28;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T13:51:09;1.20;1.19;1.14;1.03;8.25;8.25;8.23;8.16;7.09;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T13:53:46;1.15;1.15;1.11;1.01;8.09;8.08;8.07;8.01;6.98;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T13:56:13;1.10;1.09;1.06;0.98;7.80;7.80;7.79;7.73;6.75;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T13:58:45;0.93;0.93;0.91;0.84;6.68;6.68;6.68;6.63;5.79;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T14:01:13;1.00;0.99;0.97;0.89;7.14;7.14;7.13;7.09;6.19;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T14:03:41;1.14;1.14;1.10;1.00;7.98;7.98;7.97;7.90;6.88;0.58
65984;SPS30;52748;51.112;5.880;2023-12-22T14:06:07;1.07;1.06;1.02;0.92;7.34;7.34;7.33;7.26;6.31;0.58
65984;SPS30;52748;51.112;5.880;2023-12-22T14:08:40;1.19;1.18;1.14;1.03;8.20;8.20;8.18;8.11;7.05;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T14:11:07;1.10;1.09;1.05;0.94;7.55;7.55;7.54;7.47;6.49;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T14:13:33;1.07;1.06;1.03;0.94;7.51;7.50;7.49;7.44;6.48;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T14:16:07;1.07;1.06;1.03;0.94;7.48;7.48;7.46;7.41;6.45;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T14:18:33;1.08;1.07;1.03;0.93;7.44;7.44;7.42;7.36;6.40;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T14:20:58;1.22;1.21;1.18;1.08;8.63;8.62;8.61;8.55;7.46;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T14:23:25;1.15;1.14;1.11;1.01;8.08;8.08;8.07;8.01;6.98;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T14:25:50;0.98;0.98;0.97;0.91;7.24;7.23;7.23;7.20;6.30;0.55
65984;SPS30;52748;51.112;5.880;2023-12-22T14:28:16;0.95;0.95;0.95;0.90;7.17;7.16;7.16;7.14;6.27;0.54
65984;SPS30;52748;51.112;5.880;2023-12-22T14:30:42;1.07;1.07;1.07;1.01;8.07;8.07;8.07;8.05;7.07;0.54
65984;SPS30;52748;51.112;5.880;2023-12-22T14:33:08;0.96;0.96;0.96;0.91;7.25;7.25;7.25;7.23;6.35;0.53
65984;SPS30;52748;51.112;5.880;2023-12-22T14:35:35;0.88;0.88;0.88;0.83;6.62;6.61;6.61;6.60;5.79;0.54
65984;SPS30;52748;51.112;5.880;2023-12-22T14:38:01;1.00;0.99;0.99;0.93;7.41;7.41;7.40;7.38;6.47;0.55
65984;SPS30;52748;51.112;5.880;2023-12-22T14:40:27;0.93;0.93;0.93;0.88;7.00;6.99;6.99;6.97;6.12;0.53
65984;SPS30;52748;51.112;5.880;2023-12-22T14:42:53;0.99;0.99;0.99;0.94;7.48;7.48;7.48;7.46;6.55;0.52
65984;SPS30;52748;51.112;5.880;2023-12-22T14:45:19;0.93;0.93;0.93;0.88;7.05;7.05;7.05;7.03;6.18;0.52
65984;SPS30;52748;51.112;5.880;2023-12-22T14:47:51;0.93;0.93;0.93;0.88;6.99;6.99;6.99;6.97;6.12;0.53
65984;SPS30;52748;51.112;5.880;2023-12-22T14:50:18;0.97;0.97;0.97;0.92;7.34;7.34;7.34;7.32;6.43;0.52
65984;SPS30;52748;51.112;5.880;2023-12-22T14:52:44;0.92;0.92;0.92;0.87;6.95;6.95;6.95;6.93;6.08;0.51
65984;SPS30;52748;51.112;5.880;2023-12-22T14:55:10;0.87;0.87;0.87;0.82;6.56;6.56;6.56;6.54;5.74;0.52
65984;SPS30;52748;51.112;5.880;2023-12-22T14:57:37;0.94;0.94;0.94;0.89;7.07;7.07;7.07;7.05;6.19;0.53
65984;SPS30;52748;51.112;5.880;2023-12-22T15:00:03;1.00;1.00;1.00;0.94;7.54;7.54;7.53;7.52;6.60;0.53
65984;SPS30;52748;51.112;5.880;2023-12-22T15:02:30;0.89;0.89;0.89;0.85;6.75;6.75;6.75;6.73;5.91;0.53
65984;SPS30;52748;51.112;5.880;2023-12-22T15:04:56;1.03;1.03;1.03;0.98;7.81;7.81;7.81;7.79;6.84;0.53
65984;SPS30;52748;51.112;5.880;2023-12-22T15:07:22;0.90;0.90;0.90;0.85;6.79;6.79;6.79;6.77;5.95;0.53
65984;SPS30;52748;51.112;5.880;2023-12-22T15:09:48;1.00;1.00;1.00;0.95;7.57;7.56;7.56;7.54;6.62;0.53
65984;SPS30;52748;51.112;5.880;2023-12-22T15:12:14;1.02;1.02;1.02;0.97;7.73;7.73;7.73;7.71;6.77;0.52
65984;SPS30;52748;51.112;5.880;2023-12-22T15:14:44;0.98;0.98;0.98;0.93;7.41;7.41;7.41;7.39;6.49;0.53
65984;SPS30;52748;51.112;5.880;2023-12-22T15:17:11;1.18;1.18;1.18;1.12;8.92;8.91;8.91;8.89;7.80;0.53
65984;SPS30;52748;51.112;5.880;2023-12-22T15:19:40;1.08;1.08;1.08;1.02;8.14;8.14;8.13;8.11;7.12;0.54
65984;SPS30;52748;51.112;5.880;2023-12-22T15:22:10;1.01;1.00;0.98;0.90;7.22;7.22;7.21;7.17;6.26;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T15:24:37;1.16;1.15;1.11;1.00;8.00;8.00;7.99;7.92;6.89;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T15:27:06;1.03;1.02;0.99;0.90;7.17;7.16;7.15;7.09;6.17;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T15:29:32;0.99;0.99;0.98;0.91;7.30;7.30;7.29;7.26;6.36;0.55
65984;SPS30;52748;51.112;5.880;2023-12-22T15:31:58;0.97;0.97;0.97;0.92;7.34;7.34;7.33;7.31;6.42;0.55
65984;SPS30;52748;51.112;5.880;2023-12-22T15:34:25;1.06;1.05;1.03;0.94;7.53;7.53;7.52;7.47;6.52;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T15:36:51;1.21;1.19;1.13;1.00;8.02;8.02;8.00;7.90;6.85;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T15:39:17;1.15;1.14;1.08;0.95;7.59;7.58;7.57;7.47;6.47;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T15:41:44;1.09;1.07;1.02;0.90;7.23;7.23;7.21;7.13;6.18;0.56
